Word Order,Frequency_SSJ,Example_Sentence_SSJ,Frequency_SST,Example_Sentence_SST
VOVVVVVSV,1.0,"Sedim pa me tolk scat tišči , da meu raznesl , sem se preveč bojim , dab šu gor na skret , če slučajno neki ne preži name gor na štengah .",0.0,0
VOVVVVVV,0.0,0,1.0,no in daj mi povej a je eee kako a ka- kako je bilo delati kako je delati na majhni nikak- torej eee zelo majhni televiziji no
VOVVVVVVVVOSOVVVOVO,1.0,"Bila je čisto na dnu košare in menda jo je bilo težko najti , zato se je moral sklanjati globlje in globlje , in ker je v tem na glavo obrnjenem položaju poskušal hkrati krmariti , je potegnil za napačno vrv in zasuknil čoln v breg ; sunek ga je prekucnil in zvrnil se je naravnost v košaro in obstal tam na glavi , držeč se za robove čolna , kakor bi mu šlo za življenje , in moleč noge v zrak .",0.0,0
VS,461.0,"V komolčni sklep prihaja z zgornjega dela nadlahtnica , s spodnje strani pa koželjnica in podlahtnica .",139.0,vidite lahko da je zelo zelo natančno vse nekaj izrisano na tej vaški situli
VSO,28.0,Ali ima center veliko dela spričo tako hudih medvrstniških obračunavanj ?,10.0,pa imam jaz tudi svoje obveznosti
VSOO,1.0,"Dejal je še , da so bile stare KS le konkurenca občini , z novo zakonodajo pa so podrejene in v pomoč občini .",0.0,0
VSOOSVSV,1.0,"Sicer pa imata Adria in Jat še stare nerazčiščene finančne zadeve , ki jih bo Adria potegnila iz rokava , če se bo položaj zaostril .",0.0,0
VSOOV,2.0,"Ob 50 - letnici delovanja odpira Koroški pokrajinski muzej priložnostno razstavo s pregledom razvoja in delovanja muzeja od ustanovitve okrajnega muzeja NOB leta 1951 do zadnjega desetletja delovanja , ko so težišče dela preusmerili na skrb za varstvo premične kulturne dediščine na območju Koroške v Republiki Sloveniji .",4.0,mhm ima gospa [name:personal] kakšno mobilno telefonsko številko ker jo potrebujemo zaradi potrebe obveščanja
VSOOVOVSVO,1.0,"Rade bi mislile , da so naši pozivi k realnim svetovom več kot le obupan odmik od cinizma in dejanje vere , podobno kakšnemu drugemu kultu , ne glede na to , koliko prostora radodarno namenimo bogatim in vedno zgodovinsko specifičnim posredovanjem , s katerimi moramo me in vsi drugi spoznavati svet .",0.0,0
VSOOVSOSVVS,1.0,"Na dveh kolesih je včeraj prvi v cilj pridrvel Španec Nani Roma ( KTM ) , na štirih pa je drugo zaporedno etapno zmago ( peto sta sicer dobila Francoza Stephane Peterhansel in Jean - Paul Cottret , a so ju prireditelji zaradi nedovoljene pomoči naknadno kaznovali s pribitkom petih minut ) slavila japonsko - francoska naveza Hiroši Masuoka - Gilles Picard ( mitsubishi pajero ) .",0.0,0
VSOOVSVVOOVVSV,0.0,0,1.0,in kljub temu da imajo škratje neke moči pa vilini moči na koncu e v bistvu glavno vlogo odigra en majhni hobit ki potuje skozi te dežele in nosi e prstan v Goro pogube kjer ga na koncu seveda zopet ne sam ampak s pomočjo e bitja Goluma vseeno uspejo vreči v lavo kjer se ta prstan kasneje izniči in tudi njegova moč
VSOOVVO,1.0,"V luči tega igrajo pokrajine , regije , mreže in združenja občin ključno vlogo pri tem , da podpisnikom pomagajo izpolniti njihove obveznosti .",0.0,0
VSOOVVSSOVVS,1.0,"Tu imamo Slovenci svojo priložnost , nekatere osnovne vzvode je treba ohraniti , potrebna pa je tudi zavest , da slovenstvo nekaj pomeni , je še dejal Bučar .",0.0,0
VSOOVVSVVV,0.0,0,1.0,potem moram jaz to skico jim do nnn narisati poslati oni mmm pogledajo požegnajo izdajo ne
VSOS,4.0,"» Kot pravi 14. člen ustave , so v Sloveniji vsakomur zagotovljene enake človekove pravice in temeljne svoboščine .",1.0,ob predpogoju da ima dejavnost zasebnopravnega subjekta učinke na področjih za urejanje katerih je pristojna država ali določene povezave z državo bodisi preko finančne podpore bodisi preko udeležbe države v gospodarskih družbah
VSOSOVV,1.0,"Če ima nekdo vse in bi bili vi zaradi tega preskrbljeni , vam povem , pri meni bi se v svojih treh vogalih krepko nagarali .",0.0,0
VSOSV,10.0,"V 7270 tiči tehnologija , ki jo slovenski ponudniki mobilnih signalov še ne ponujajo .",3.0,pri ustnih harmonikah je to kaj jaz vem dvajset trideset evrov ne
VSOSVO,3.0,"Na nemških tleh se je tudi zgodil njegov zlom ; v odločilni bitki , pri Leipzigu , so mu pruske in avstrijske čete zadale smrtni udarec .",2.0,ja čakajte to nič na p- referendum ne pomeni nič
VSOSVOOSVVV,1.0,"Bilo je kakor v ilegali , razpoloženje je bilo podobno tistemu ob koncu 80. let , ko so sovjetski umetniki pripravljali performanse zaprtega tipa , ker jih je policija sicer že pustila pri miru , a javno še niso smeli nastopiti .",0.0,0
VSOSVOVS,0.0,0,1.0,da smo mi že v drugem obdobju ko si pa on že zgradi prvo bivališče iz vej slame in tako naprej se pravi kaj je bil na- namen uporabe zatočišč
VSOSVOVVO,1.0,"Obstaja tudi možnost , da so se nam nekatere stvari tedaj zdele popolnoma nepomembne , ko pa se jih sedaj spominjamo , nosijo v sebi neko lepoto , nostalgijo .",0.0,0
VSOSVOVVOVOSVOOV,0.0,0,1.0,ne more on e s to pomočjo finančno ki jim država trenutno daje jim ne more dati toliko jim ne da toliko denarja da lahko on povrnil kompleten pridelek katerega je izgubil ne
VSOSVS,1.0,"Tako je menil tudi Heinrich Brüning , od nedavna predsednik sredinske parlamentarne frakcije , in njega je Hindenburg , ne brez Schleicherjevega vpliva , postavil za kanclerja , s pripombo , naj njegov kabinet ne bo "" sestavljen na koalicijski način "" .",0.0,0
VSOSVSVVSOSOVOVV,0.0,0,1.0,sem pa nadgradil v bistvu jaz te svoje kolumne eee v katerih predvsem oziroma izbor je bil takšen da so tu predvsem tiste ki opozarjajo na neki čas na neki trenutek in v katerih nastopajo neki ljudje eee večina ali vse v bistvu b- bo nekdo ki bo knjigo v roke vzel in jo prelistal poznal
VSOSVV,1.0,"Ljubljana - Dober mesec pred prvim mednarodnim testom nove sezone v Solkanu imajo slalomisti na divjih vodah zaradi nizkih rečnih vodostajev precejšnje težave z iskanjem primernih lokacij za treninge ; Nemci so se denimo odpravili v Čile , avstrijski zvezdnik Helmut Oblinger v poletno Avstralijo .",0.0,0
VSOSVVS,0.0,0,1.0,ja se pravi direktiva to naše področje medijsko no medijsko je zelo široko področje novinarsko področje založniško bom tako rekla novinarsko zaro- založniško e nekako obravnava v petnajstem členu direktive oziroma to je sto devetintrideseti člen eem zakona Zasp-a predloga Zasp-a
VSOV,34.0,"Vse več je ledu po žlebovih , ki se mu umikava v težka , včasih previsna mesta .",9.0,no pa so pa tudi konkretni ukrepi o katerih smo jih brali v eee napovedi
VSOVO,11.0,"V rokah slovenskega prometnega ministrstva je zdaj odločitev , ali bo Jatu vendarle podelilo dovoljenja za polete v Ljubljano brez reciprocitete za Adrio .",0.0,0
VSOVOO,1.0,"- Ali nima vlačugar imenitnega izgovora , ko lahko naprti svoja kozlovska nagnjenja kaki zvezdi !",0.0,0
VSOVOOSV,1.0,"Ker pomeni kršenje ali samovoljno spreminjanje dogovora , ki so ga sprejeli v Moharju , razlog za napoved stavke , so jo delavci tudi napovedali , in sicer za torek , 16. januarja .",0.0,0
VSOVOOV,1.0,"K ponižnemu človeku se sklanja Bog , ponižnemu daje veliko milosti in po ponižanju ga povišuje v slavo .",0.0,0
VSOVOOVO,1.0,"Na njih so lahko prebrali , da je Nemčija polna lažnih azilantov in tujih delavcev na črno , ki imajo menda več pravic kot čistokrvni Nemci , poleg tega jim odžirajo delo .",0.0,0
VSOVOOVOSVSVOSVO,1.0,"Najbrž odtod izhaja šega , da otrokom ponoči prinaša darove v nastavljene posode , odtod tudi tri jabolka , ki jih na podobah nosi s seboj in so pravzaprav tri kepe zlata , le da jih je ljudska domišljija spremenila po svoje ; rdeča jabolka sodijo zato z orehi vred med obvezne darove , ki jih dobri svetnik prinaša pridnim otrokom v noči od 5. na 6. december .",0.0,0
VSOVOOVV,1.0,"V pojasnilu ministrstva je pisalo , da je program namenjen varnostnim organom , ki » varujejo ZDA pred tistimi , ki jim mislijo škodovati « .",0.0,0
VSOVOSV,2.0,"Omenimo , da te cerkve še danes jih lahko vidimo takrat še niso bile zgrajene in da je don Bosku bil neznan tudi kraj , kjer bodo stale .",0.0,0
VSOVOSVSVVSV,1.0,"Če se zavemo : "" Aha , to , kar sedaj občutim , je jeza , "" nam ta misel omogoča , da se jeza ohladi in da potem ugotovimo , kaj je v resnici problem in kako bomo ustrezno ravnali .",0.0,0
VSOVOV,5.0,"S čestitko ob rojstvu otroka in vpisom simboličnega zneska v hranilno knjižico novorojenčka povabi Dolenjska banka starše , naj varčujejo za svojega otroka in ga že v zgodnjem otroštvu navajajo na varčevanje .",1.0,pajdaš bil so bili dober pajdaš mojemu očetu pa te so že gor prišli ka tisti to dela pa so ga iskali
VSOVOVO,1.0,"Šele v tej fazi je prišel na vrsto pisec oglasnih tekstov , ki celotno besedilo redakcijsko in vsebinsko predela , po dokončni verifikaciji uprave pa tekst preda zunanjemu grafičnemu oblikovalcu .",0.0,0
VSOVOVOOV,1.0,"Tudi v takem deluje Sveti Duh in mu podarja dar ljubezni , da z njim z Božjo ljubeznijo ljubi Boga ( kolikor ga spozna ) , sebe in bližnjega .",0.0,0
VSOVOVOOVV,1.0,"Ampak potiskali so kljub vsemu samo simbolično , tako da so graničarji vrata zmeraj bolj zapirali , čeprav - in tu vam bom zaupal še eno skrbno varovano nemško skrivnost tiste noči - , čeprav vrat sploh niso hoteli več zapreti .",0.0,0
VSOVOVOVVSVOVS,1.0,"O primernem nadomestilu , o katerem govorijo v Jatu s komercialnim sporazumom naj bi Adria Jatu plačevala polete v jugoslovansko prestolnico v slovenskem prevozniku ne želijo nič slišati in pravijo , da se takšne vrste povračilo v Evropi že dolgo ne uporablja več in so ga nadomestili recipročni poleti .",0.0,0
VSOVOVS,1.0,"Ta teden bo o duty freejih razpravljala parlamentarna komisija za evropske zadeve , pred dnevi pa je razpravo o tem začel ( in jo bo še nadaljeval ) tudi parlamentarni odbor za gospodarstvo .",1.0,se pravi ta logična enka na tem vhodu ta oscilator zaoscilira s to frekvenco ki jo določata dva moja elementa logična ena
VSOVOVSVOV,0.0,0,1.0,tudi to poletje sem delal kot e natakar in to delo mi je zelo všeč zaradi tega ker všeč mi je delo z ljudmi e rad se tudi z ljudmi pogovarjam in se vsakemu posvetim na nekako na svoj način
VSOVOVSVSVVVVSVOSV,1.0,"Na vprašanje , ali ne bi bilo bolje , da vlada uredbo spremeni , kot pa da jo ( vključno ali na čelu z uradom predsednika vlade ) krši , pa je Osolnikova odgovorila , da formalnopravno to sicer drži , vendar pa ocenjuje , da je bolje , da so pri napredovanju nekatere izjeme , kot pa da na splošno znižajo merila , kar vsekakor ne bi prispevalo k boljšemu delovanju vlade .",0.0,0
VSOVOVV,1.0,"V okviru zveze bi lahko delovala skupina , ki bi potencialnim investitorjem omogočala lažjo komunikacijo z npr. kmetijskimi skladi , poskušala bi sodelovati pri sprejemanju raznih prostorskih aktov itd.",0.0,0
VSOVOVVOSSV,1.0,"O tem navsezadnje zgovorno priča v dobrega pol stoletja porabljen bilijon dolarjev , ki revščine ne le niso omilili , ampak so jo ponekod še poglobili , ker so imele od porabljenega denarja večidel koristi skorumpirane in nesposobne gospodarsko - politične kaste v slabo upravljanih in vodenih državah v razvoju , kakršnih je okrog sedemdeset .",0.0,0
VSOVOVVOV,1.0,"Pristopili so menda še drugi gostje lokala in policistoma pred lokalom grozili , ju žalili in zahtevali , da Mateja spustita .",0.0,0
VSOVOVVVV,0.0,0,1.0,veš ti si moraš sebi primerno izbrati razumeš da se s tabo stara da je pol da sta isto skupaj upognjena pa to
VSOVS,18.0,"Ni pisma Alije Izetbegovića Milanu Kučanu , v katerem naj bi bilo zapisano : Dragi Milane , šalji mi one granate , za koje smo se dogovorili . . . kar je v parlamentarni razpravi 2. marca 2000 trdil bivši obrambni minister .",2.0,joj čuj kaj pa tole to sem gledal to je ta akcija ne
VSOVSOVV,0.0,0,1.0,nenazadnje podeljujejo napovedovalci tudi kristalni mikrofon združujejo se v društvu napovedovalcev in to je stvar ki jo ne smemo pozabiti
VSOVSV,2.0,"Torej pustiva , da vtis , ki ga je takrat name naredilo tisto lulanje na daljavo , učinkuje na naju .",1.0,pol sem pa rekla joj jaz se vam opravičujem jaz sem pa kar na ti
VSOVSVO,2.0,"V letu 2001 , ko je imela Cyrus osem let , se je z družino preselila v Toronto , Ontario , v Kanadi , kjer je njen oče snemal televizijsko serijo Doc .",0.0,0
VSOVSVOOV,1.0,"Za starejše pa je res kriza , "" nam je povedal eden izmed delavcev , ki ima sicer to srečo , da ni zaposlen v proizvodnji in si službo obeta vsaj do septembra .",0.0,0
VSOVSVOSV,1.0,"Ena od njih , za nas morda najpomembnejša , saj na sami razstavi nismo sodelovali , je bilo izbiranje najlepše znamke , ki ga je pripravila francoska izdajateljska hiša Timbropresse ( izdaja tudi znameniti filatelistični reviji Timbroscopie in Timbroloisirs ) ; slovenske znamke so se na enem prejšnjih izborov že uvrstile zelo visoko .",0.0,0
VSOVSVOV,0.0,0,1.0,pol sem pa j- a sem jaz nekaj menjal a je a je ati je imel še takrat pol se je šaltal na na šihten telefon ne
VSOVSVS,1.0,"Tokrat so se vnele le smeti , tako da v požaru , ki sta ga pogasila dva gasilca , ni bilo gmotne škode .",0.0,0
VSOVSVSVO,1.0,"KULTURNI VEČER V ŠKOCJANU - V okviru Salezijanskega mladinskega centra je bil v soboto , 20. januarja , kulturni večer , na katerem so se predstavili mladinski pevski zbor Slavček iz Škocjana , domača dramska skupina ( na sliki ) , ki deluje v okviru centra pod vodstvom Marjete Smrekar , glavni gostje večera pa so bili mešani pevski zbor župnije Boštanj , ki so iz svojega bogatega repertoarja cerkvenih pesmi eno uro prepevali najlepše božične pesmi .",0.0,0
VSOVSVV,1.0,"Tu in tam pa so se v vnemi spustili na tanek led , saj je tožilka Jožica Boljte Brus njihove pripombe o slabem in nekorektnem delu tožilstva označila za žalitve , zagovornik Miha Kozinc pa je poudaril , da gre le za mnenje o tožilskem delu v tem postopku .",0.0,0
VSOVSVVOVOV,1.0,"Lani so namreč decembra ostali brez tekme - pomanjkanje snega jih je prisilno preselilo v Anterselvo na Južno Tirolsko - po zmagi v boju za prirejanje SP 2005 ( protikandidat je bila prav Anterselva ) pa si želijo kar najhitreje urediti spodoben štadion in se približati bližnjim odmevnejšim tekmam , denimo tisti v Ruhpoldingu na Bavarskem .",0.0,0
VSOVV,6.0,"Seveda ni govora o čipkah ( it. merletto ) , temveč le o vezenini ( it. ricamo , kar sramežljivo priznajo v tiskovnem sporočilu ) torej ne gre za klekljan , temveč za šivan okrasni izdelek na tkanini .",7.0,kje pa je to mesto to moram pa preverit
VSOVVO,6.0,"Lahko je spal deset , dvanajst ur , žena mu je vedno rekla , da bo prespal življenje …",5.0,in so se pač spraševali tudi ti znanstveniki ki so to proizvajali na vseh testih so dali zmeraj vprašanje kaj pa če
VSOVVOOSVVOVVVSV,1.0,"Prvi se je odzval poslušalec z Vrhnike , ki je zbranemu občinstvu oznanil , da že vse življenje je samo krvavice , pa mu nič ne manjka , čisto nič , če razumete , kaj hočem reči , a ne da ne , Mutti , veste , naša Mutti se tako rada pocrklja .",0.0,0
VSOVVOOV,2.0,Takrat naj bi se bil proti njemu zagnal Robi in mu skušal iz rok iztrgati avtomobilske ključe ter ga udaril .,0.0,0
VSOVVOVVO,0.0,0,1.0,no poglejte kar se tega nacionalnega interesa tiče mislim pa mmm da mi res podtikajo meni pa tudi še gospodu Turnšku ki je pred mano vodil to podjetje
VSOVVS,2.0,"Kajti šele takrat , tik pred koncem vojne , so se zvrstila najhujša bombardiranja , tudi na mesta , ki jim je bilo doslej prizanešeno in so bila zaradi industrijske nepomembnosti popolnoma nebranjena , kakor Darmstadt ali Dresden ; nočni množični pokoli nad civilnim prebivalstvom , ki so šele jasno pokazali , v kakšno brezno se je pogreznila obča morala tudi na drugi strani .",0.0,0
VSOVVSOVSOVOV,1.0,"Ko v bližini ni bilo prodajalk , je vrečko vrgel skozi okno na ulico , kjer je čakal R. J. Trik so vseeno opazili zaposleni in B. K. prijeli do prihoda policistov , ki so tatinski par kazensko ovadili .",0.0,0
VSOVVSS,1.0,"- ČE PRENEHA POTREBA PO DOLŽNOSTI , KI JO OPRAVLJA , ALI ČE SE ZMANJŠA STALNA SESTAVA , PA NI MOGOČA NJEGOVA RAZPOREDITEV NA DRUGO DELO .",0.0,0
VSOVVSV,1.0,"Šele ko se je pred davčnim uradom ustavila dolga kolona kraljevih avtomobilov , da bi kralja odpeljala nazaj v palačo , so spoznali , kdo je bil pravkar med njimi .",0.0,0
VSOVVV,3.0,"Kako bodo v tej banki ravnali po aprilu , ko bo naša največja banka provizije za položnice začela obračunavati drugače , pa bodo skupaj s Pošto Slovenije še proučili , verjetno še v marcu .",1.0,eee ta k- je rekel ta kmet ne da mu naj rečem tako da bom eee potem zdaj probal se zmeniti enkrat naslednji teden štirinajst dni
VSOVVVO,2.0,"Ko je prišel Henrik , resnično skesan , ga je pred trojnim obzidjem grofičine trdnjave pustil čakati tri dni v januarskem mrazu , čeprav je nosil samo spokorno obleko .",0.0,0
VSOVVVOVVOSVVVVOSVO,1.0,"Iz vsega tega sledi , da je Freud vprašanje napačno razumel in formuliral , vsaj kolikor išče , kot stari teoretiki , eno samo družbeno pogodbo za vse družbe ( s tem se je zapletel v nerodno vprašanje , ki se tiče razširjenosti informacije o prvobitni krivdi , kar vodi h komičnim odgovorom ne glede na to , na kakšen način nanj odgovarjamo ) in takšno , ki bi pomagala razložiti njegov glavni empirični problem , namreč da nekatere družbe ustrezajo njegovemu modelu , druge pa ne .",0.0,0
VSOVVVSS,1.0,"Če vsebuje pivo sedimentirane kvasovke , nehamo nalivati , še preden pridejo kvasovke v kozarec ( razen pri nekaterih vrstah piva , pri katerih je sediment zaželen - na primer pšenično pivo ) .",0.0,0
VSOVVVSV,0.0,0,1.0,smo takšni mali mlajši bili pa smo tu nekaj letali pa so ta stari oča tam krave pasli te so venak že bolj takšni malo puklavi kakor če bi bili pa so gučali ka naša [name:personal] nazium hodi
VSOVVVVO,1.0,"Po eni strani ugotavljajo , da se mikročip , ki ga npr. apliciramo ( razmeroma preprosto "" kot z injekcijo "" ) pri plazilcih ( legvanih , želvah , kuščarjih , gekonih ) večinoma v podkožje vratu , rad izmakne v soseščino tkiv - potuje , po drugi strani pa imajo težave s čitalci za posamezne vrste mikročipov .",0.0,0
VSOVVVVOVSVSVSVVVVV,0.0,0,1.0,in skozi ob progi imaš ti table recimo sedem sedem pa kjer koli zaviješ imaš potlej napisano recimo puščico pa rečeš r- sedemka pa devetka tule zavijejo ona tam zavije pa da ti že preden greš dol recimo prbližno si lahko pogledaš za tiste koliko ali pa tako sploh če hočeš nekam potovati ne
VSOVVVVV,1.0,"Vem namreč , da so čustva , ki so me poganjala , bila čustva , o katerih ne govorim rad : moje bojazni , moja sramežljivost , moja želja po veličini , moja želja , biti med zmagovalci pri vzdržljivostnem teku , moja želja napraviti "" prav "" , in moj strah , da bi odpovedal .",0.0,0
VSS,33.0,"Modro nebo , modro morje , Eclipse , ki se je dostojanstveno pozibavala na svojem sidrišču , bela terasa , rdeče geranije , vse je bilo očarljivo domače , pa vendar je bilo to jutro čisto drugačno .",8.0,eee zdaj je nastala nova knjiga Mi kosovirji to je tretji del Kosovirjev
VSSOSV,1.0,"Na skupinski razstavi Eye Try v mariborski Kibli se predstavlja sedem avtorjev mlajše oziroma srednje generacije , njihova skupna točka pa bi lahko bil nekakšen rimejk modernističnih gibanj , katere smo Slovenci večinoma prešpricali .",0.0,0
VSSOV,1.0,Na prvem mestu so tu zagotovo bajkerji ; imigranti iz drugih subkultur jim sledijo po malce daljšem premoru .,2.0,ko je rekla [name:personal] še jaz ga komaj čujem da naj nekaj takega no
VSSOVOVOV,1.0,"V Atenah pa je vladal običaj ne le med turisti , temveč tudi med tukajšnjimi prebivalci da so družine , kadar so si v lokalu naročale souvlaki ali musako , vedno naročile eno porcijo več in jo nato razdelile med lačne štirinožne boeme .",0.0,0
VSSOVOVOVO,1.0,"Tu rastejo glive v notranjosti rastlinskih celic , kar jim omogoča izmenjavo hranil z gostiteljem , hkrati pa pošiljajo signale , ki zavirajo imunski sistem rastline .",0.0,0
VSSOVSSVO,1.0,"V italijanskem mestu Chiogga , kjer sta potekala dva mednarodna natečaja za otroško ilustracijo , je na prvem , katerega tema je bila Skrivnostni vzhod , med 450 ilustratorji iz vsega sveta tretje mesto zasedel Slovenec David Ličen , Andreja Burin pa je dobila posebno pohvalo .",0.0,0
VSSOVV,1.0,"Žal pa je mnogo členov njegove vere , ki so zanj jasni kot beli dan , jaz pa jih ne morem sprejeti za zveličavne .",0.0,0
VSSOVVO,1.0,"Toda ob njuni aretaciji je spregovorilo orožje , saj so se prebivalci stanovanja , v katerem so ju iskali , uprli policistom .",0.0,0
VSSOVVOVO,1.0,"Če se pri tem poveča teža prihodnosti v subjektivnem gospodinjenju z izkušnjami , je to zagotovo povezano s tehnično - industrijsko preoblikovanim svetom , ki človeka sili k vedno krajšim časovnim obdobjem , ko lahko nabira nove izkušnje in se lahko prilagodi vedno hitreje izzvanim spremembam .",0.0,0
VSSOVVSVOVO,1.0,"Eden od razlogov za ameriški pesimizem je , da je pri njih več različnih servisov za mobilno telefonijo , medtem ko je Evropa zadevo uspela standardizirati s prevladujočim sistemom GSM , kar seveda poenostavi razvoj in prodor drugih mobilnih servisov , ki lahko izkoristijo standardno omrežje po vsej Evropi .",0.0,0
VSSS,3.0,"Vzdolž bokov potekajo svetlejše proge , hrbtna plavut je belo pikasta , pike so ovalne oblike .",0.0,0
VSSSV,2.0,"Ali kot je zapisal sam Dostojevski : lepota je strašna in grozljiva stvar , tu vsa protislovja skupaj živijo .",1.0,eee potekajo pa razprave v tej smeri to to je znano in te priprave potekajo
VSSSVO,2.0,"Kot je dejal Mišič , je poenotenje med sindikati nujno tudi zaradi sprememb davčne zakonodaje , saj te spričo neusklajenega sistema plač lahko povzročijo še večje socialne probleme .",0.0,0
VSSSVOVSOVV,1.0,""" Pri čustveni ugrabitvi gre za zlitost s čustvom ( "" Jaz sem jezen "" , "" Jaz sem žalostna "" . . . , "" Jaz sem čustvo "" ) , če pa uporabimo pot zavedanja , lahko se distanciramo ( jaz na eni strani in čustvo na drugi ) , kar nam omogoča , da se ravnamo na podlagi prepoznanja dejanskega stanja in ne čustva .",0.0,0
VSSSVS,1.0,"V primeru Mercatorja in Emone Merkur so , na primer , vedeli , kdo je glavni , kdo je steber združitve , zato je bilo povezovanje uspešno , « pravi dr. Lahovnik .",0.0,0
VSSSVV,1.0,"Za njimi trpijo otroci , razpon let , ko razjede po statistiki najpogosteje nastajajo , pa je med 10. in 40. letom starosti .",0.0,0
VSSSVVOVO,1.0,"Stoletje pozneje so na sceno stopili vampirji , izobraženstvo pa je bilo tako zazrto v diabolično Transilvanijo , da je papež Benedikt XIV. moral posvariti celo škofe , naj ne zapadejo vampirski skušnjavi .",0.0,0
VSSSVVVOV,0.0,0,1.0,in so take zanimive stvari v tej knjigi ne da vsako to ko to to je zelo droben tisk ampak je vsaka stran po- posebej užitek za prebrati zelo zelo zanimivo ne in recimo e včeraj ali pre- prejšnji večer sem bral eno poglavje ko e govori o o temu o raztezanju vesolja ne o raztezanju vesolja
VSSV,24.0,"Razširjenost : V severnem Atlantiku živi več ločenih populacij , njeno naselitveno področje se razteza zahodno in vzhodno od Grenlandije , proti jugu do Virginije , na vzhodu od Spitzbergov do Španije .",12.0,zdaj vprašanje je ali je rešitev oziroma rešitev ni samo v kazenskem zakoniku
VSSVO,22.0,Zaradi nizkih plač v Sloveniji bi namreč na Koroško prihajala poceni delovna sila in tamkajšnji ljudje bi izgubljali delo .,1.0,na drugem mestu je ocena v kolikšni meri opazovano jezikovno sredstvo zadovolji funkcionalne potrebe skupnosti
VSSVOO,1.0,"KO JE UMRLA TUDI ONA , JE VAŠKI POGREBNIK RAZKRIL NJEN PRAVI SPOL ŠOKIRANIM MOŠKIM V BARU .",0.0,0
VSSVOOV,5.0,"Želela je najverjetneje , da bi bil to le blag dotik ob srečanju , toda moje dlani so se oklenile njenih gladkih lic in je niso več spustile .",0.0,0
VSSVOOVOOOVVO,0.0,0,1.0,je tudi vso j- vse je tudi regulirano temperaturno imate vse o- vse senzorje zgoraj in potem tudi o- potreben izpih zraka tako da vam regulira eee tudi lahko temperaturo tako tako da vam plamen regulira glede na to koliko rabite energije ne
VSSVOOVS,2.0,"Čeprav živijo muslimani predvsem na nigerijskem severu , kristjani pa jugu , država nima več versko nemešanih območij , kot jih je imela nekoč , kar je posledica preseljevanja ljudi v zadnjih desetletjih .",0.0,0
VSSVOOVVO,1.0,"Dobro , je povzel vodič , ti , ki imajo lilije , so tisti , ki jim je uspelo ohraniti čistost .",0.0,0
VSSVOS,1.0,"MARIBOR , 11. - Včeraj ob enih zjutraj so zagoreli trije plastični kesoni ob stavbi tukajšnje III. gimnazije , nakar je ogenj počrnil velik del fasade , kar pa ni bila največja neprijetnost .",0.0,0
VSSVOSS,1.0,"Kot je v četrtek na novinarski konferenci povedal načelnik uprave UNZ Novo mesto Franci Povše , lahko to eksplozivno sredstvo prebije celo 30 centimetrov debelo jekleno ploščo , rokovanje z njim pa je zelo zahtevno , zato je možnost samopoškodbe strelca velika .",0.0,0
VSSVOSSVO,1.0,"K rasti so veliko pripomogli julijski donosi - tako je bil v prejšnjem mesecu donos Alfe 7,40 odstotka , sledita ji sklada Dolenjski ( 7,27 ) in Delniški ( 6,52 ) - ter dodatna vplačila , tako je samo Probankin sklad Alfa povečal obseg sredstev s 708 na 796 milijonov tolarjev .",0.0,0
VSSVOSV,2.0,"Ni razloga , da bi sodišče nadaljevalo postopek , za katerega nobena od strank ne izkaže pravega interesa .",0.0,0
VSSVOSVO,2.0,"Tako se večkrat zgodi , da so podjetja še vesela , če občani ne zberejo kaj dosti teh odpadkov , saj bi sicer račun kaj hitro pokazal rdeče številke .",0.0,0
VSSVOV,4.0,"Ko se je nadaljevalo sojenje predsedniku Clintonu , je ta v svojem letnem sporočilu predlagal , da bi okrog 2,7 bilijona dolarjev načrtovanih proračunskih presežkov v naslednjih 15 letih namenili za pokojninski sistem .",0.0,0
VSSVOVO,2.0,"Tiho je sredi noči s petka na soboto v Perlo priplula nova ladja , velika 1350 kvadratnih metrov , za katero je HIT plačal dve milijardi tolarjev in ki je že prvi hip sprejela na "" krov "" nekaj več kot dva tisoč gostov iz Slovenije in Italije .",0.0,0
VSSVOVOVSSV,0.0,0,1.0,ja s pri kar v- kar v- e opazno se povečuje hitrost kar je čisto v nasprotju z vsem tem kar so do zdaj vedeli ampak pojasnilo ne so potem iskali kako je to mogoče da se hitrost povečuje
VSSVOVS,3.0,""" Ocenjujemo , da če bi bile obdavčene poštne storitve v celoti , bi Pošta Slovenije dosegla ugodnejše rezultate , ki bi bili vidni predvsem pri povečanju vrednosti neto investicij , manj pa na področju stroškov poslovanja , "" meni Jože Strelec .",0.0,0
VSSVOVSVOV,1.0,"Na obeh srečanjih pa je bilo govora tudi o aktualnih "" lustracijskih "" dokumentih , torej o deklaraciji o preteklosti in izjavi o spravi : predsedstvo in svet SDS , ki sta zasedala v portoroškem hotelu Bernardin , sta besedili omenjenih dokumentov potrdila , konferenca Združene liste , ki je zasedala v hotelu Slovenija , pa je odločitev o deklaraciji in izjavi preložila na ponovno sejo oziroma nadaljevanje konference .",0.0,0
