Tree	Transformed_Tree	One	Two	Three	Pattern
sam <nsubj to <obj dal	['sam <nsubj', 'to <obj', 'dal']	S	O	V	SOV
sama <nsubj imela >obj kakšnega	['sama <nsubj', 'imela', '>obj kakšnega']	S	V	O	SVO
sama <nsubj ovijam >obj pramen	['sama <nsubj', 'ovijam', '>obj pramen']	S	V	O	SVO
sama <nsubj to <obj doživljam	['sama <nsubj', 'to <obj', 'doživljam']	S	O	V	SOV
samci <nsubj zaplodili >obj potomce	['samci <nsubj', 'zaplodili', '>obj potomce']	S	V	O	SVO
samec <nsubj zagrabi >obj samico	['samec <nsubj', 'zagrabi', '>obj samico']	S	V	O	SVO
se <obj družba <nsubj preimenovala	['se <obj', 'družba <nsubj', 'preimenovala']	O	S	V	OSV
se <obj mesto <nsubj obdalo	['se <obj', 'mesto <nsubj', 'obdalo']	O	S	V	OSV
se <obj nekdo <nsubj opekel	['se <obj', 'nekdo <nsubj', 'opekel']	O	S	V	OSV
se <obj policisti <nsubj predstavili	['se <obj', 'policisti <nsubj', 'predstavili']	O	S	V	OSV
se <obj predstavila >nsubj agencija	['se <obj', 'predstavila', '>nsubj agencija']	O	V	S	OVS
se <obj predstavila >nsubj ekipa	['se <obj', 'predstavila', '>nsubj ekipa']	O	V	S	OVS
se <obj predstavila >nsubj vrsta	['se <obj', 'predstavila', '>nsubj vrsta']	O	V	S	OVS
se <obj predstavili >nsubj umetniki	['se <obj', 'predstavili', '>nsubj umetniki']	O	V	S	OVS
se <obj predstavili >nsubj zbor	['se <obj', 'predstavili', '>nsubj zbor']	O	V	S	OVS
se <obj predstavilo >nsubj razstavljavcev	['se <obj', 'predstavilo', '>nsubj razstavljavcev']	O	V	S	OVS
se <obj predstavilo >nsubj ustvarjalcev	['se <obj', 'predstavilo', '>nsubj ustvarjalcev']	O	V	S	OVS
se <obj preživljale >nsubj ženske	['se <obj', 'preživljale', '>nsubj ženske']	O	V	S	OVS
se <obj pripeljala >nsubj deklica	['se <obj', 'pripeljala', '>nsubj deklica']	O	V	S	OVS
se <obj učenci <nsubj predstavili	['se <obj', 'učenci <nsubj', 'predstavili']	O	S	V	OSV
se <obj vpletel >nsubj predsednik	['se <obj', 'vpletel', '>nsubj predsednik']	O	V	S	OVS
sej <obj udeležili >nsubj predstavniki	['sej <obj', 'udeležili', '>nsubj predstavniki']	O	V	S	OVS
sekretariat <nsubj obsega >obj direktoratov	['sekretariat <nsubj', 'obsega', '>obj direktoratov']	S	V	O	SVO
sekretarja <obj predsedstvo <nsubj imenuje	['sekretarja <obj', 'predsedstvo <nsubj', 'imenuje']	O	S	V	OSV
selektor <nsubj povabil >obj igralcev	['selektor <nsubj', 'povabil', '>obj igralcev']	S	V	O	SVO
semenčice <nsubj dobijo >obj vloge	['semenčice <nsubj', 'dobijo', '>obj vloge']	S	V	O	SVO
senat <obj obvestiti >nsubj vodje	['senat <obj', 'obvestiti', '>nsubj vodje']	O	V	S	OVS
seno <obj balira >nsubj kmet	['seno <obj', 'balira', '>nsubj kmet']	O	V	S	OVS
serije <obj proizvajajo >nsubj drugi	['serije <obj', 'proizvajajo', '>nsubj drugi']	O	V	S	OVS
servisov <nsubj usluge <obj ponuja	['servisov <nsubj', 'usluge <obj', 'ponuja']	S	O	V	SOV
sesalec <nsubj nima >obj sovražnikov	['sesalec <nsubj', 'nima', '>obj sovražnikov']	S	V	O	SVO
sestav <obj sestavljata >nsubj ključa	['sestav <obj', 'sestavljata', '>nsubj ključa']	O	V	S	OVS
seznanjanje <nsubj utrdi >obj strpnost	['seznanjanje <nsubj', 'utrdi', '>obj strpnost']	S	V	O	SVO
sezone <obj udeležile >nsubj ekipe	['sezone <obj', 'udeležile', '>nsubj ekipe']	O	V	S	OVS
sezono <obj sklenili >nsubj tekači	['sezono <obj', 'sklenili', '>nsubj tekači']	O	V	S	OVS
sila <nsubj proračun <obj obremenila	['sila <nsubj', 'proračun <obj', 'obremenila']	S	O	V	SOV
sile <nsubj pripravile >obj akcijo	['sile <nsubj', 'pripravile', '>obj akcijo']	S	V	O	SVO
sile <nsubj sprožile >obj akcijo	['sile <nsubj', 'sprožile', '>obj akcijo']	S	V	O	SVO
sile <nsubj zaznale >obj prelet	['sile <nsubj', 'zaznale', '>obj prelet']	S	V	O	SVO
simptomi <nsubj slabšajo >obj kakovost	['simptomi <nsubj', 'slabšajo', '>obj kakovost']	S	V	O	SVO
sin <nsubj dobil >obj Anglijo	['sin <nsubj', 'dobil', '>obj Anglijo']	S	V	O	SVO
sin <nsubj dobil >obj denar	['sin <nsubj', 'dobil', '>obj denar']	S	V	O	SVO
sin <nsubj pridobil >obj izobrazbo	['sin <nsubj', 'pridobil', '>obj izobrazbo']	S	V	O	SVO
sindikalist <nsubj poslal >obj pozdrave	['sindikalist <nsubj', 'poslal', '>obj pozdrave']	S	V	O	SVO
sindikat <nsubj kaj <obj naredil	['sindikat <nsubj', 'kaj <obj', 'naredil']	S	O	V	SOV
sistem <nsubj napada >obj tkivo	['sistem <nsubj', 'napada', '>obj tkivo']	S	V	O	SVO
sistem <nsubj odpravlja >obj slabosti	['sistem <nsubj', 'odpravlja', '>obj slabosti']	S	V	O	SVO
sistem <nsubj omogoča >obj nadaljevanje	['sistem <nsubj', 'omogoča', '>obj nadaljevanje']	S	V	O	SVO
sistem <nsubj poročila <obj lotil	['sistem <nsubj', 'poročila <obj', 'lotil']	S	O	V	SOV
sistem <nsubj zaznava >obj osebo	['sistem <nsubj', 'zaznava', '>obj osebo']	S	V	O	SVO
sistem <obj uporabljali >nsubj člani	['sistem <obj', 'uporabljali', '>nsubj člani']	O	V	S	OVS
sistemi <nsubj kodirajo >obj vidike	['sistemi <nsubj', 'kodirajo', '>obj vidike']	S	V	O	SVO
situacija <nsubj mi <obj zdi	['situacija <nsubj', 'mi <obj', 'zdi']	S	O	V	SOV
situacijo <obj predstavil >nsubj veleposlanik	['situacijo <obj', 'predstavil', '>nsubj veleposlanik']	O	V	S	OVS
sklad <nsubj povečal >obj obseg	['sklad <nsubj', 'povečal', '>obj obseg']	S	V	O	SVO
skladi <nsubj poročati >obj podatke	['skladi <nsubj', 'poročati', '>obj podatke']	S	V	O	SVO
skladov <nsubj povečalo >obj obseg	['skladov <nsubj', 'povečalo', '>obj obseg']	S	V	O	SVO
skleda <nsubj opravljala >obj vlogo	['skleda <nsubj', 'opravljala', '>obj vlogo']	S	V	O	SVO
sklenila >obj zakon >nsubj minister	['sklenila', '>obj zakon', '>nsubj minister']	V	O	S	VOS
sklep <nsubj nakazoval >obj usmeritev	['sklep <nsubj', 'nakazoval', '>obj usmeritev']	S	V	O	SVO
sklep <obj svetniki <nsubj sprejeli	['sklep <obj', 'svetniki <nsubj', 'sprejeli']	O	S	V	OSV
sklop <obj predstavlja >nsubj opredelitev	['sklop <obj', 'predstavlja', '>nsubj opredelitev']	O	V	S	OVS
skrb <nsubj zmanjšuje >obj aktivnost	['skrb <nsubj', 'zmanjšuje', '>obj aktivnost']	S	V	O	SVO
skrbi >obj ga >nsubj higiena	['skrbi', '>obj ga', '>nsubj higiena']	V	O	S	VOS
skupin <obj zanima >nsubj samozaščita	['skupin <obj', 'zanima', '>nsubj samozaščita']	O	V	S	OVS
skupina <nsubj ima >obj plodove	['skupina <nsubj', 'ima', '>obj plodove']	S	V	O	SVO
skupina <nsubj ima >obj ritem	['skupina <nsubj', 'ima', '>obj ritem']	S	V	O	SVO
skupina <nsubj nima >obj nič	['skupina <nsubj', 'nima', '>obj nič']	S	V	O	SVO
skupina <nsubj organizira >obj tečaje	['skupina <nsubj', 'organizira', '>obj tečaje']	S	V	O	SVO
skupina <nsubj plačala >obj račun	['skupina <nsubj', 'plačala', '>obj račun']	S	V	O	SVO
skupina <nsubj pripravila >obj zakon	['skupina <nsubj', 'pripravila', '>obj zakon']	S	V	O	SVO
skupina <nsubj priskrbela >obj glasov	['skupina <nsubj', 'priskrbela', '>obj glasov']	S	V	O	SVO
skupina <nsubj skupino <obj pripravi	['skupina <nsubj', 'skupino <obj', 'pripravi']	S	O	V	SOV
skupina <nsubj zbrala >obj informacije	['skupina <nsubj', 'zbrala', '>obj informacije']	S	V	O	SVO
skupine <nsubj oblikuje >obj resolucije	['skupine <nsubj', 'oblikuje', '>obj resolucije']	S	V	O	SVO
skupine <nsubj sebe <obj označevale	['skupine <nsubj', 'sebe <obj', 'označevale']	S	O	V	SOV
skupino <obj sestavljajo >nsubj floroglucinoli	['skupino <obj', 'sestavljajo', '>nsubj floroglucinoli']	O	V	S	OVS
skupino <obj sestavljajo >nsubj glasbeniki	['skupino <obj', 'sestavljajo', '>nsubj glasbeniki']	O	V	S	OVS
skupnost <nsubj disciplinira >obj telo	['skupnost <nsubj', 'disciplinira', '>obj telo']	S	V	O	SVO
skupnost <nsubj kaj <obj primaknila	['skupnost <nsubj', 'kaj <obj', 'primaknila']	S	O	V	SOV
skupnost <nsubj sprejme >obj zastavo	['skupnost <nsubj', 'sprejme', '>obj zastavo']	S	V	O	SVO
skupnost <nsubj vključevala >obj države	['skupnost <nsubj', 'vključevala', '>obj države']	S	V	O	SVO
skupščina <nsubj izvoli >obj podpredsednika	['skupščina <nsubj', 'izvoli', '>obj podpredsednika']	S	V	O	SVO
skupščina <nsubj sprejme >obj deklaracijo	['skupščina <nsubj', 'sprejme', '>obj deklaracijo']	S	V	O	SVO
slana <nsubj osmodila >obj lističe	['slana <nsubj', 'osmodila', '>obj lističe']	S	V	O	SVO
sledita >obj ji >nsubj sklada	['sledita', '>obj ji', '>nsubj sklada']	V	O	S	VOS
slika <nsubj pomeni >obj ime	['slika <nsubj', 'pomeni', '>obj ime']	S	V	O	SVO
slika <nsubj povzema >obj podobo	['slika <nsubj', 'povzema', '>obj podobo']	S	V	O	SVO
slike <nsubj prikazujejo >obj dogodke	['slike <nsubj', 'prikazujejo', '>obj dogodke']	S	V	O	SVO
slike <obj kupila >nsubj žena	['slike <obj', 'kupila', '>nsubj žena']	O	V	S	OVS
slog <nsubj nima >obj vpliva	['slog <nsubj', 'nima', '>obj vpliva']	S	V	O	SVO
sloj <nsubj vsebuje >obj kristale	['sloj <nsubj', 'vsebuje', '>obj kristale']	S	V	O	SVO
slonica <nsubj trpi >obj pomanjkanje	['slonica <nsubj', 'trpi', '>obj pomanjkanje']	S	V	O	SVO
slovenstvo <nsubj nekaj <obj pomeni	['slovenstvo <nsubj', 'nekaj <obj', 'pomeni']	S	O	V	SOV
službe <nsubj iščejo >obj odgovorne	['službe <nsubj', 'iščejo', '>obj odgovorne']	S	V	O	SVO
službe <nsubj začele >obj aktivnosti	['službe <nsubj', 'začele', '>obj aktivnosti']	S	V	O	SVO
smetar <nsubj ima >obj kanto	['smetar <nsubj', 'ima', '>obj kanto']	S	V	O	SVO
smo >obj jim >nsubj priča	['smo', '>obj jim', '>nsubj priča']	V	O	S	VOS
smrt <nsubj pomenila >obj konec	['smrt <nsubj', 'pomenila', '>obj konec']	S	V	O	SVO
snov <obj obdelujejo >nsubj koraljari	['snov <obj', 'obdelujejo', '>nsubj koraljari']	O	V	S	OVS
so >obj ji >nsubj fantje	['so', '>obj ji', '>nsubj fantje']	V	O	S	VOS
so >obj vam >nsubj oči	['so', '>obj vam', '>nsubj oči']	V	O	S	VOS
sodelovanje <nsubj postavilo >obj temelje	['sodelovanje <nsubj', 'postavilo', '>obj temelje']	S	V	O	SVO
sodelovanje <obj prekinile >nsubj države	['sodelovanje <obj', 'prekinile', '>nsubj države']	O	V	S	OVS
sodišče <nsubj izvedlo >obj dokaze	['sodišče <nsubj', 'izvedlo', '>obj dokaze']	S	V	O	SVO
sodišče <nsubj izvedlo >obj dokazov	['sodišče <nsubj', 'izvedlo', '>obj dokazov']	S	V	O	SVO
sodišče <nsubj nadaljevalo >obj postopek	['sodišče <nsubj', 'nadaljevalo', '>obj postopek']	S	V	O	SVO
sodišče <nsubj narok <obj preloži	['sodišče <nsubj', 'narok <obj', 'preloži']	S	O	V	SOV
sodišče <nsubj obvesti >obj organ	['sodišče <nsubj', 'obvesti', '>obj organ']	S	V	O	SVO
sodišče <nsubj predlaga >obj uvedbo	['sodišče <nsubj', 'predlaga', '>obj uvedbo']	S	V	O	SVO
sodišče <nsubj predlog <obj zavrnilo	['sodišče <nsubj', 'predlog <obj', 'zavrnilo']	S	O	V	SOV
sodišče <nsubj razveljavilo >obj odlok	['sodišče <nsubj', 'razveljavilo', '>obj odlok']	S	V	O	SVO
sodišče <nsubj revizijo <obj zavrnilo	['sodišče <nsubj', 'revizijo <obj', 'zavrnilo']	S	O	V	SOV
sodišče <nsubj sprejelo >obj mnenje	['sodišče <nsubj', 'sprejelo', '>obj mnenje']	S	V	O	SVO
sodišče <nsubj upoštevalo >obj okoliščin	['sodišče <nsubj', 'upoštevalo', '>obj okoliščin']	S	V	O	SVO
sodišče <nsubj zavrnilo >obj pritožbo	['sodišče <nsubj', 'zavrnilo', '>obj pritožbo']	S	V	O	SVO
sodišče <nsubj zavrnilo >obj zahtevo	['sodišče <nsubj', 'zavrnilo', '>obj zahtevo']	S	V	O	SVO
sodišči <nsubj ugotovili >obj kršitev	['sodišči <nsubj', 'ugotovili', '>obj kršitev']	S	V	O	SVO
sodniki <nsubj ocenili >obj strel	['sodniki <nsubj', 'ocenili', '>obj strel']	S	V	O	SVO
sodobnost <nsubj me <obj zanima	['sodobnost <nsubj', 'me <obj', 'zanima']	S	O	V	SOV
sofinanciranje <nsubj doseže >obj %	['sofinanciranje <nsubj', 'doseže', '>obj %']	S	V	O	SVO
somrak <nsubj razprostrl >obj pregrinjalo	['somrak <nsubj', 'razprostrl', '>obj pregrinjalo']	S	V	O	SVO
sonda <nsubj izpričala >obj trdoživost	['sonda <nsubj', 'izpričala', '>obj trdoživost']	S	V	O	SVO
sorodniki <nsubj prilaščali >obj Epir	['sorodniki <nsubj', 'prilaščali', '>obj Epir']	S	V	O	SVO
sosedje <nsubj privzdignili >obj obrvi	['sosedje <nsubj', 'privzdignili', '>obj obrvi']	S	V	O	SVO
spojine <nsubj oddajajo >obj barvo	['spojine <nsubj', 'oddajajo', '>obj barvo']	S	V	O	SVO
spol <nsubj zahteva >obj posebnosti	['spol <nsubj', 'zahteva', '>obj posebnosti']	S	V	O	SVO
spolnost <nsubj sebe <obj zanikuje	['spolnost <nsubj', 'sebe <obj', 'zanikuje']	S	O	V	SOV
sporazumevanje <nsubj uporablja >obj oblike	['sporazumevanje <nsubj', 'uporablja', '>obj oblike']	S	V	O	SVO
spore <nsubj okužijo >obj listje	['spore <nsubj', 'okužijo', '>obj listje']	S	V	O	SVO
sporočilo <obj pošiljatelj <nsubj spremeni	['sporočilo <obj', 'pošiljatelj <nsubj', 'spremeni']	O	S	V	OSV
sprehod <obj povezovala >nsubj Tajda	['sprehod <obj', 'povezovala', '>nsubj Tajda']	O	V	S	OVS
sprejel >obj jo >nsubj oče	['sprejel', '>obj jo', '>nsubj oče']	V	O	S	VOS
sprememba <nsubj prenese >obj izjem	['sprememba <nsubj', 'prenese', '>obj izjem']	S	V	O	SVO
spremembe <nsubj dotikajo >obj področja	['spremembe <nsubj', 'dotikajo', '>obj področja']	S	V	O	SVO
spremembe <nsubj imele >obj vpliv	['spremembe <nsubj', 'imele', '>obj vpliv']	S	V	O	SVO
spremembe <nsubj imele >obj vpliva	['spremembe <nsubj', 'imele', '>obj vpliva']	S	V	O	SVO
spremembe <nsubj povzročile >obj nevšečnosti	['spremembe <nsubj', 'povzročile', '>obj nevšečnosti']	S	V	O	SVO
spremembo <obj Hrastničani <nsubj zamerili	['spremembo <obj', 'Hrastničani <nsubj', 'zamerili']	O	S	V	OSV
spreminjanje <obj uporablja >nsubj človek	['spreminjanje <obj', 'uporablja', '>nsubj človek']	O	V	S	OVS
spust <nsubj dvigne >obj adrenalin	['spust <nsubj', 'dvigne', '>obj adrenalin']	S	V	O	SVO
središče <nsubj združuje >obj zmagovalce	['središče <nsubj', 'združuje', '>obj zmagovalce']	S	V	O	SVO
sredstvo <nsubj prebije >obj ploščo	['sredstvo <nsubj', 'prebije', '>obj ploščo']	S	V	O	SVO
sreča <nsubj obrnila >obj hrbta	['sreča <nsubj', 'obrnila', '>obj hrbta']	S	V	O	SVO
srečanja <obj udeležila >nsubj Dušan	['srečanja <obj', 'udeležila', '>nsubj Dušan']	O	V	S	OVS
srečanje <obj organizirali >nsubj komisija	['srečanje <obj', 'organizirali', '>nsubj komisija']	O	V	S	OVS
sta >obj ga >nsubj Španija	['sta', '>obj ga', '>nsubj Španija']	V	O	S	VOS
stališče <nsubj mi <obj zdi	['stališče <nsubj', 'mi <obj', 'zdi']	S	O	V	SOV
standardizacija <nsubj upoštevala >obj območja	['standardizacija <nsubj', 'upoštevala', '>obj območja']	S	V	O	SVO
stanovalci <nsubj dolgove <obj poravnali	['stanovalci <nsubj', 'dolgove <obj', 'poravnali']	S	O	V	SOV
starec <nsubj odprl >obj ust	['starec <nsubj', 'odprl', '>obj ust']	S	V	O	SVO
starši <nsubj imeli >obj pravice	['starši <nsubj', 'imeli', '>obj pravice']	S	V	O	SVO
starši <nsubj izrazili >obj željo	['starši <nsubj', 'izrazili', '>obj željo']	S	V	O	SVO
starši <nsubj nadeli >obj vzdevek	['starši <nsubj', 'nadeli', '>obj vzdevek']	S	V	O	SVO
starši <nsubj otroka <obj podajali	['starši <nsubj', 'otroka <obj', 'podajali']	S	O	V	SOV
starši <nsubj udeležujejo >obj predavanj	['starši <nsubj', 'udeležujejo', '>obj predavanj']	S	V	O	SVO
stekla <obj upravlja >nsubj elektrika	['stekla <obj', 'upravlja', '>nsubj elektrika']	O	V	S	OVS
stolpi <nsubj pomenijo >obj nekaj	['stolpi <nsubj', 'pomenijo', '>obj nekaj']	S	V	O	SVO
stopinj <obj pokazali >nsubj termometri	['stopinj <obj', 'pokazali', '>nsubj termometri']	O	V	S	OVS
stopnica <nsubj predstavlja >obj raven	['stopnica <nsubj', 'predstavlja', '>obj raven']	S	V	O	SVO
stopnišča <nsubj predstavljajo >obj težavnost	['stopnišča <nsubj', 'predstavljajo', '>obj težavnost']	S	V	O	SVO
stran <nsubj nima >obj izhodišč	['stran <nsubj', 'nima', '>obj izhodišč']	S	V	O	SVO
stran <nsubj pridobi >obj ozemlja	['stran <nsubj', 'pridobi', '>obj ozemlja']	S	V	O	SVO
stranka <nsubj naredila >obj prekršek	['stranka <nsubj', 'naredila', '>obj prekršek']	S	V	O	SVO
stranka <nsubj nima >obj vzvodov	['stranka <nsubj', 'nima', '>obj vzvodov']	S	V	O	SVO
stranka <nsubj odpovedala >obj pogodbo	['stranka <nsubj', 'odpovedala', '>obj pogodbo']	S	V	O	SVO
stranka <nsubj podprla >obj kandidata	['stranka <nsubj', 'podprla', '>obj kandidata']	S	V	O	SVO
stranka <nsubj pozvala >obj vodstvo	['stranka <nsubj', 'pozvala', '>obj vodstvo']	S	V	O	SVO
stranka <nsubj ustvarila >obj dohodek	['stranka <nsubj', 'ustvarila', '>obj dohodek']	S	V	O	SVO
stranka <nsubj zasedla >obj DZ	['stranka <nsubj', 'zasedla', '>obj DZ']	S	V	O	SVO
stranka <nsubj zasedla >obj sedežev	['stranka <nsubj', 'zasedla', '>obj sedežev']	S	V	O	SVO
stranke <nsubj izrečejo >obj podporo	['stranke <nsubj', 'izrečejo', '>obj podporo']	S	V	O	SVO
stranke <nsubj ustrašile >obj kiberterorizma	['stranke <nsubj', 'ustrašile', '>obj kiberterorizma']	S	V	O	SVO
stranki <nsubj naslovili >obj peticijo	['stranki <nsubj', 'naslovili', '>obj peticijo']	S	V	O	SVO
stranko <obj zapustila >nsubj peščica	['stranko <obj', 'zapustila', '>nsubj peščica']	O	V	S	OVS
strateg <nsubj obiskal >obj katedralo	['strateg <nsubj', 'obiskal', '>obj katedralo']	S	V	O	SVO
strategijo <obj določal >nsubj Hitler	['strategijo <obj', 'določal', '>nsubj Hitler']	O	V	S	OVS
strel <obj streljal >nsubj vratar	['strel <obj', 'streljal', '>nsubj vratar']	O	V	S	OVS
stres <nsubj prizadene >obj delavca	['stres <nsubj', 'prizadene', '>obj delavca']	S	V	O	SVO
strežaj <nsubj prinesel >obj kozarec	['strežaj <nsubj', 'prinesel', '>obj kozarec']	S	V	O	SVO
strokovnjake <obj preseneča >nsubj vrsta	['strokovnjake <obj', 'preseneča', '>nsubj vrsta']	O	V	S	OVS
strokovnjaki <nsubj izvedo >obj novega	['strokovnjaki <nsubj', 'izvedo', '>obj novega']	S	V	O	SVO
strokovnjaki <nsubj prevajali >obj komentarje	['strokovnjaki <nsubj', 'prevajali', '>obj komentarje']	S	V	O	SVO
strokovnjaki <nsubj pripravljajo >obj načrte	['strokovnjaki <nsubj', 'pripravljajo', '>obj načrte']	S	V	O	SVO
strokovnjaki <nsubj tolmačili >obj člen	['strokovnjaki <nsubj', 'tolmačili', '>obj člen']	S	V	O	SVO
stroški <nsubj presegli >obj odstotkov	['stroški <nsubj', 'presegli', '>obj odstotkov']	S	V	O	SVO
strukture <nsubj izgubijo >obj vlogo	['strukture <nsubj', 'izgubijo', '>obj vlogo']	S	V	O	SVO
stvar <nsubj nas <obj reši	['stvar <nsubj', 'nas <obj', 'reši']	S	O	V	SOV
stvari <nsubj jim <obj zdijo	['stvari <nsubj', 'jim <obj', 'zdijo']	S	O	V	SOV
stvari <obj pesnik <nsubj dokončal	['stvari <obj', 'pesnik <nsubj', 'dokončal']	O	S	V	OSV
subvencije <nsubj doletijo >obj izbranke	['subvencije <nsubj', 'doletijo', '>obj izbranke']	S	V	O	SVO
sunek <nsubj ga <obj prekucnil	['sunek <nsubj', 'ga <obj', 'prekucnil']	S	O	V	SOV
suša <nsubj zmanjšala >obj količino	['suša <nsubj', 'zmanjšala', '>obj količino']	S	V	O	SVO
svatovalke <nsubj polnijo >obj zemljo	['svatovalke <nsubj', 'polnijo', '>obj zemljo']	S	V	O	SVO
svet <nsubj imenoval >obj Tomaža	['svet <nsubj', 'imenoval', '>obj Tomaža']	S	V	O	SVO
svet <nsubj izumil >obj televizijo	['svet <nsubj', 'izumil', '>obj televizijo']	S	V	O	SVO
svet <nsubj jo <obj ožigosa	['svet <nsubj', 'jo <obj', 'ožigosa']	S	O	V	SOV
svet <nsubj obravnaval >obj osnutek	['svet <nsubj', 'obravnaval', '>obj osnutek']	S	V	O	SVO
svet <nsubj pridobil >obj mnenj	['svet <nsubj', 'pridobil', '>obj mnenj']	S	V	O	SVO
svet <nsubj razglasil >obj razpustitev	['svet <nsubj', 'razglasil', '>obj razpustitev']	S	V	O	SVO
svetloba <nsubj prepotuje >obj dolžino	['svetloba <nsubj', 'prepotuje', '>obj dolžino']	S	V	O	SVO
svoje <obj rekli >nsubj zgodovinarji	['svoje <obj', 'rekli', '>nsubj zgodovinarji']	O	V	S	OVS
svojega <obj povedalo >nsubj sodišče	['svojega <obj', 'povedalo', '>nsubj sodišče']	O	V	S	OVS
ta <nsubj Gregorja <obj odstavila	['ta <nsubj', 'Gregorja <obj', 'odstavila']	S	O	V	SOV
ta <nsubj cene <obj povišala	['ta <nsubj', 'cene <obj', 'povišala']	S	O	V	SOV
ta <nsubj mi <obj zdel	['ta <nsubj', 'mi <obj', 'zdel']	S	O	V	SOV
ta <nsubj nima >obj programa	['ta <nsubj', 'nima', '>obj programa']	S	V	O	SVO
ta <nsubj ponudbo <obj spremenil	['ta <nsubj', 'ponudbo <obj', 'spremenil']	S	O	V	SOV
ta <nsubj popisal >obj poškodbe	['ta <nsubj', 'popisal', '>obj poškodbe']	S	V	O	SVO
ta <nsubj sili >obj človeka	['ta <nsubj', 'sili', '>obj človeka']	S	V	O	SVO
ta <nsubj služi >obj cilju	['ta <nsubj', 'služi', '>obj cilju']	S	V	O	SVO
ta <nsubj vrne >obj embalaže	['ta <nsubj', 'vrne', '>obj embalaže']	S	V	O	SVO
ta <nsubj zlorablja >obj punčko	['ta <nsubj', 'zlorablja', '>obj punčko']	S	V	O	SVO
talibani <nsubj osvojili >obj Kabul	['talibani <nsubj', 'osvojili', '>obj Kabul']	S	V	O	SVO
tat <nsubj zaželel >obj dobitka	['tat <nsubj', 'zaželel', '>obj dobitka']	S	V	O	SVO
te <nsubj povzročijo >obj probleme	['te <nsubj', 'povzročijo', '>obj probleme']	S	V	O	SVO
te <obj izberejo >nsubj strokovnjaki	['te <obj', 'izberejo', '>nsubj strokovnjaki']	O	V	S	OVS
te <obj jest <nsubj dobim	['te <obj', 'jest <nsubj', 'dobim']	O	S	V	OSV
te <obj kurbe <nsubj poštekajo	['te <obj', 'kurbe <nsubj', 'poštekajo']	O	S	V	OSV
te <obj napiše >nsubj knjiga	['te <obj', 'napiše', '>nsubj knjiga']	O	V	S	OVS
te <obj polcija <nsubj ustav	['te <obj', 'polcija <nsubj', 'ustav']	O	S	V	OSV
te <obj tip <nsubj premeril	['te <obj', 'tip <nsubj', 'premeril']	O	S	V	OSV
teden <nsubj pomeni >obj zmago	['teden <nsubj', 'pomeni', '>obj zmago']	S	V	O	SVO
tega <obj koalicija <nsubj sprejela	['tega <obj', 'koalicija <nsubj', 'sprejela']	O	S	V	OSV
tega <obj nihče <nsubj opazil	['tega <obj', 'nihče <nsubj', 'opazil']	O	S	V	OSV
tega <obj stori >nsubj lastnik	['tega <obj', 'stori', '>nsubj lastnik']	O	V	S	OVS
tega <obj storil >nsubj Egipt	['tega <obj', 'storil', '>nsubj Egipt']	O	V	S	OVS
tega <obj svet <nsubj videl	['tega <obj', 'svet <nsubj', 'videl']	O	S	V	OSV
tehnologije <nsubj kratijo >obj dostojanstva	['tehnologije <nsubj', 'kratijo', '>obj dostojanstva']	S	V	O	SVO
tek <obj dobila >nsubj Gail	['tek <obj', 'dobila', '>nsubj Gail']	O	V	S	OVS
tekme <obj udeležili >nsubj otroci	['tekme <obj', 'udeležili', '>nsubj otroci']	O	V	S	OVS
tekmec <nsubj čutil >obj pritiska	['tekmec <nsubj', 'čutil', '>obj pritiska']	S	V	O	SVO
tekmeci <nsubj prisodili >obj lovorike	['tekmeci <nsubj', 'prisodili', '>obj lovorike']	S	V	O	SVO
tekmo <obj Pionir <nsubj izgubil	['tekmo <obj', 'Pionir <nsubj', 'izgubil']	O	S	V	OSV
tekmovalci <nsubj dobili >obj navodila	['tekmovalci <nsubj', 'dobili', '>obj navodila']	S	V	O	SVO
tekmovanja <obj udeleži >nsubj dvojica	['tekmovanja <obj', 'udeleži', '>nsubj dvojica']	O	V	S	OVS
tekmovanje <nsubj dalo >obj priložnost	['tekmovanje <nsubj', 'dalo', '>obj priložnost']	S	V	O	SVO
tekmovanje <obj zamenjal >nsubj pokal	['tekmovanje <obj', 'zamenjal', '>nsubj pokal']	O	V	S	OVS
tekst <obj preuredil >nsubj iguman	['tekst <obj', 'preuredil', '>nsubj iguman']	O	V	S	OVS
televizija <nsubj ima >obj ambicije	['televizija <nsubj', 'ima', '>obj ambicije']	S	V	O	SVO
telo <nsubj vsebuje >obj vrstic	['telo <nsubj', 'vsebuje', '>obj vrstic']	S	V	O	SVO
tem <obj povrne >nsubj vrednost	['tem <obj', 'povrne', '>nsubj vrednost']	O	V	S	OVS
temperature <nsubj ogrele >obj vodo	['temperature <nsubj', 'ogrele', '>obj vodo']	S	V	O	SVO
tempo <nsubj stvari <obj spreminja	['tempo <nsubj', 'stvari <obj', 'spreminja']	S	O	V	SOV
tenis <nsubj imel >obj predstavnika	['tenis <nsubj', 'imel', '>obj predstavnika']	S	V	O	SVO
tenisači <nsubj osvojili >obj niza	['tenisači <nsubj', 'osvojili', '>obj niza']	S	V	O	SVO
tenorist <nsubj točil >obj solze	['tenorist <nsubj', 'točil', '>obj solze']	S	V	O	SVO
teorija <nsubj zapečatila >obj ovojnico	['teorija <nsubj', 'zapečatila', '>obj ovojnico']	S	V	O	SVO
