Tree	Transformed_Tree	One	Two	Three	Pattern
vložijo >nsubj starši >obj vlogo	['vložijo', '>nsubj starši', '>obj vlogo']	V	S	O	VSO
vodnik <nsubj vas <obj opozori	['vodnik <nsubj', 'vas <obj', 'opozori']	S	O	V	SOV
vprašanje <obj stroka <nsubj morala	['vprašanje <obj', 'stroka <nsubj', 'morala']	O	S	V	OSV
vrtec <nsubj upošteva >obj predpise	['vrtec <nsubj', 'upošteva', '>obj predpise']	S	V	O	SVO
vrtičkarji <nsubj imate >obj dela	['vrtičkarji <nsubj', 'imate', '>obj dela']	S	V	O	SVO
vsak <nsubj ga <obj pogledal	['vsak <nsubj', 'ga <obj', 'pogledal']	S	O	V	SOV
vsak <nsubj ima >obj sobo	['vsak <nsubj', 'ima', '>obj sobo']	S	V	O	SVO
vsak <nsubj izkazuje >obj pravico	['vsak <nsubj', 'izkazuje', '>obj pravico']	S	V	O	SVO
vsak <nsubj opravljal >obj dela	['vsak <nsubj', 'opravljal', '>obj dela']	S	V	O	SVO
vsak <nsubj poišče >obj progo	['vsak <nsubj', 'poišče', '>obj progo']	S	V	O	SVO
vsak <nsubj to <obj reče	['vsak <nsubj', 'to <obj', 'reče']	S	O	V	SOV
vsaka <nsubj organizirala >obj pohod	['vsaka <nsubj', 'organizirala', '>obj pohod']	S	V	O	SVO
vsakdo <nsubj ima >obj svoje	['vsakdo <nsubj', 'ima', '>obj svoje']	S	V	O	SVO
vsi <nsubj [name:personal] <obj bojijo	['vsi <nsubj', '[name:personal] <obj', 'bojijo']	S	O	V	SOV
vsi <nsubj ga <obj imamo	['vsi <nsubj', 'ga <obj', 'imamo']	S	O	V	SOV
vsi <nsubj imajo >obj karakterje	['vsi <nsubj', 'imajo', '>obj karakterje']	S	V	O	SVO
vsi <nsubj imamo >obj otroke	['vsi <nsubj', 'imamo', '>obj otroke']	S	V	O	SVO
zahtevnost <nsubj narekuje >obj raziskovanje	['zahtevnost <nsubj', 'narekuje', '>obj raziskovanje']	S	V	O	SVO
zahvala <nsubj gre >obj prostovoljcem	['zahvala <nsubj', 'gre', '>obj prostovoljcem']	S	V	O	SVO
zakon <nsubj določa >obj cepljenja	['zakon <nsubj', 'določa', '>obj cepljenja']	S	V	O	SVO
zakon <nsubj nima >obj zveze	['zakon <nsubj', 'nima', '>obj zveze']	S	V	O	SVO
zamisel <obj pamet <nsubj ustvarila	['zamisel <obj', 'pamet <nsubj', 'ustvarila']	O	S	V	OSV
zanimala >obj vas >nsubj novinarstvo	['zanimala', '>obj vas', '>nsubj novinarstvo']	V	O	S	VOS
zaposleni <nsubj nosijo >obj breme	['zaposleni <nsubj', 'nosijo', '>obj breme']	S	V	O	SVO
zavarovalnica <nsubj krije >obj škodo	['zavarovalnica <nsubj', 'krije', '>obj škodo']	S	V	O	SVO
zdravniki <nsubj predpisujete >obj terapije	['zdravniki <nsubj', 'predpisujete', '>obj terapije']	S	V	O	SVO
zgodil >obj nam >nsubj vdor	['zgodil', '>obj nam', '>nsubj vdor']	V	O	S	VOS
znanstveniki <nsubj odkrivajo >obj metode	['znanstveniki <nsubj', 'odkrivajo', '>obj metode']	S	V	O	SVO
znanstveniki <nsubj stvari <obj zakompliciramo	['znanstveniki <nsubj', 'stvari <obj', 'zakompliciramo']	S	O	V	SOV
čar <obj ima >nsubj radio	['čar <obj', 'ima', '>nsubj radio']	O	V	S	OVS
čka <nsubj ima >obj skupne	['čka <nsubj', 'ima', '>obj skupne']	S	V	O	SVO
človek <nsubj porabi >obj časa	['človek <nsubj', 'porabi', '>obj časa']	S	V	O	SVO
črta <nsubj razpolavlja >obj kot	['črta <nsubj', 'razpolavlja', '>obj kot']	S	V	O	SVO
Špela <nsubj isto <obj rekla	['Špela <nsubj', 'isto <obj', 'rekla']	S	O	V	SOV
Šuštar <nsubj ima >obj svoje	['Šuštar <nsubj', 'ima', '>obj svoje']	S	V	O	SVO
šole <nsubj dobile >obj informacijo	['šole <nsubj', 'dobile', '>obj informacijo']	S	V	O	SVO
šole <nsubj izvajale >obj meritve	['šole <nsubj', 'izvajale', '>obj meritve']	S	V	O	SVO
šolo <obj vi <nsubj imeli	['šolo <obj', 'vi <nsubj', 'imeli']	O	S	V	OSV
šolo <obj čaka >nsubj mediacija	['šolo <obj', 'čaka', '>nsubj mediacija']	O	V	S	OVS
številka <nsubj ti <obj hodi	['številka <nsubj', 'ti <obj', 'hodi']	S	O	V	SOV
šunka <nsubj predstavlja >obj meso	['šunka <nsubj', 'predstavlja', '>obj meso']	S	V	O	SVO
